sku,current_stock
SKU-92960,-62.0
SKU-99186,-62.0
SKU-91167,-61.0
SKU-95846,-61.0
SKU-90042,-61.0
SKU-95432,-60.0
SKU-94191,-60.0
SKU-91170,-60.0
SKU-93287,-60.0
SKU-98149,-60.0
SKU-95781,-60.0
SKU-98624,-60.0
SKU-94409,-60.0
SKU-92432,-60.0
SKU-98552,-60.0
SKU-91999,-59.0
SKU-93026,-59.0
SKU-93548,-59.0
SKU-90577,-59.0
SKU-96566,-59.0
SKU-92344,-59.0
SKU-95494,-59.0
SKU-92101,-58.0
SKU-95270,-58.0
SKU-92626,-58.0
SKU-97121,-58.0
SKU-91563,-58.0
SKU-96775,-58.0
SKU-90171,-58.0
SKU-91118,-57.0
SKU-96268,-57.0
SKU-90085,-57.0
SKU-91294,-57.0
SKU-98114,-57.0
SKU-90754,-56.0
SKU-96965,-56.0
SKU-94843,-56.0
SKU-98671,-55.0
SKU-95091,-55.0
SKU-97847,-55.0
SKU-97062,-55.0
SKU-93690,-55.0
SKU-92418,-55.0
SKU-92947,-55.0
SKU-92966,-55.0
SKU-92689,-54.0
SKU-91841,-54.0
SKU-97627,-54.0
SKU-94358,-54.0
SKU-96301,-54.0
SKU-94467,-54.0
SKU-99212,-54.0
SKU-97225,-54.0
SKU-95158,-53.0
SKU-90834,-53.0
SKU-94498,-53.0
SKU-92634,-53.0
SKU-92348,-52.0
SKU-96226,-52.0
SKU-91995,-52.0
SKU-95353,-51.0
SKU-96701,-51.0
SKU-99184,-51.0
SKU-95436,-51.0
SKU-92647,-51.0
SKU-94901,-51.0
SKU-98899,-51.0
SKU-91022,-50.0
SKU-97901,-50.0
SKU-93270,-50.0
SKU-93872,-50.0
SKU-93541,-50.0
SKU-95361,-50.0
SKU-97079,-50.0
SKU-96108,-50.0
SKU-90514,-50.0
SKU-97634,-50.0
SKU-94646,-49.0
SKU-95917,-49.0
SKU-92379,-49.0
SKU-94205,-48.0
SKU-96372,-48.0
SKU-98729,-48.0
SKU-97917,-48.0
SKU-99646,-48.0
SKU-91228,-48.0
SKU-97785,-48.0
SKU-99312,-47.0
SKU-93852,-47.0
SKU-95065,-47.0
SKU-98866,-47.0
SKU-97821,-47.0
SKU-99407,-47.0
SKU-91970,-46.0
SKU-98146,-46.0
SKU-95956,-45.0
SKU-94072,-45.0
SKU-90916,-45.0
SKU-91584,-45.0
SKU-97567,-44.0
SKU-96250,-44.0
SKU-95937,-44.0
SKU-93375,-44.0
SKU-93320,-44.0
SKU-97989,-44.0
SKU-90110,-43.0
SKU-98049,-43.0
SKU-95991,-43.0
SKU-94375,-43.0
SKU-92512,-43.0
SKU-95157,-43.0
SKU-98673,-43.0
SKU-92269,-42.0
SKU-93167,-42.0
SKU-99771,-42.0
SKU-97004,-42.0
SKU-92303,-42.0
SKU-97365,-41.0
SKU-96359,-41.0
SKU-94328,-41.0
SKU-98159,-41.0
SKU-91235,-41.0
SKU-99689,-41.0
SKU-94100,-41.0
SKU-97541,-40.0
SKU-91936,-40.0
SKU-92321,-40.0
SKU-99725,-40.0
SKU-93768,-40.0
SKU-92539,-40.0
SKU-92869,-39.0
SKU-92651,-39.0
SKU-97201,-39.0
SKU-91089,-39.0
SKU-93580,-39.0
SKU-91891,-39.0
SKU-96438,-39.0
SKU-97011,-38.0
SKU-99265,-38.0
SKU-91926,-38.0
SKU-90136,-38.0
SKU-91138,-37.0
SKU-93156,-37.0
SKU-94706,-37.0
SKU-94566,-36.0
SKU-94174,-36.0
SKU-94965,-36.0
SKU-90654,-36.0
SKU-98084,-36.0
SKU-96776,-35.0
SKU-91304,-35.0
SKU-94334,-35.0
SKU-91051,-35.0
SKU-90035,-34.0
SKU-96638,-34.0
SKU-93519,-34.0
SKU-97187,-34.0
SKU-92830,-34.0
SKU-93720,-33.0
SKU-98077,-33.0
SKU-96575,-33.0
SKU-92502,-33.0
SKU-91527,-33.0
SKU-98055,-33.0
SKU-99357,-33.0
SKU-91346,-33.0
SKU-96333,-33.0
SKU-98503,-32.0
SKU-98780,-32.0
SKU-96583,-32.0
SKU-91180,-32.0
SKU-91569,-32.0
SKU-95185,-32.0
SKU-96440,-32.0
SKU-98010,-31.0
SKU-92870,-31.0
SKU-96085,-31.0
SKU-91106,-31.0
SKU-90066,-31.0
SKU-93074,-31.0
SKU-92032,-31.0
SKU-90849,-31.0
SKU-95668,-31.0
SKU-96387,-30.0
SKU-99889,-30.0
SKU-97387,-30.0
SKU-93671,-30.0
SKU-95633,-30.0
SKU-99000,-30.0
SKU-98017,-30.0
SKU-96432,-29.0
SKU-92061,-29.0
SKU-95810,-29.0
SKU-97745,-29.0
SKU-91655,-29.0
SKU-90634,-29.0
SKU-98928,-29.0
SKU-91615,-29.0
SKU-95955,-29.0
SKU-95169,-29.0
SKU-91575,-29.0
SKU-98391,-29.0
SKU-98857,-28.0
SKU-93243,-28.0
SKU-95285,-28.0
SKU-94755,-28.0
SKU-90241,-28.0
SKU-94947,-28.0
SKU-91818,-28.0
SKU-90422,-27.0
SKU-98494,-27.0
SKU-93335,-27.0
SKU-95194,-27.0
SKU-91712,-27.0
SKU-97844,-27.0
SKU-93857,-27.0
SKU-97406,-27.0
SKU-99833,-26.0
SKU-93261,-26.0
SKU-96079,-26.0
SKU-91137,-26.0
SKU-90089,-26.0
SKU-97058,-26.0
SKU-96904,-26.0
SKU-94963,-25.0
SKU-98830,-25.0
SKU-98653,-25.0
SKU-90628,-25.0
SKU-96383,-25.0
SKU-99636,-25.0
SKU-97033,-25.0
SKU-94016,-25.0
SKU-98540,-25.0
SKU-92973,-24.0
SKU-93370,-24.0
SKU-90623,-24.0
SKU-92600,-24.0
SKU-92725,-24.0
SKU-91862,-24.0
SKU-92367,-24.0
SKU-91213,-23.0
SKU-90497,-23.0
SKU-97069,-23.0
SKU-92229,-23.0
SKU-94896,-23.0
SKU-95098,-23.0
SKU-94696,-23.0
SKU-91663,-23.0
SKU-96949,-22.0
SKU-98900,-22.0
SKU-91088,-21.0
SKU-99622,-21.0
SKU-97704,-21.0
SKU-99325,-20.0
SKU-94887,-20.0
SKU-91776,-20.0
SKU-99588,-20.0
SKU-94468,-20.0
SKU-98126,-19.0
SKU-92955,-19.0
SKU-97904,-19.0
SKU-95735,-19.0
SKU-90567,-19.0
SKU-97641,-19.0
SKU-98645,-19.0
SKU-90258,-19.0
SKU-92551,-19.0
SKU-95442,-19.0
SKU-96671,-19.0
SKU-97429,-18.0
SKU-98786,-18.0
SKU-92092,-18.0
SKU-90043,-18.0
SKU-97131,-18.0
SKU-93776,-17.0
SKU-96196,-17.0
SKU-90379,-17.0
SKU-95762,-17.0
SKU-98362,-17.0
SKU-91599,-17.0
SKU-91404,-16.0
SKU-97393,-16.0
SKU-99715,-16.0
SKU-94643,-16.0
SKU-97279,-16.0
SKU-91752,-15.0
SKU-94135,-15.0
SKU-96021,-15.0
SKU-92064,-15.0
SKU-90298,-14.0
SKU-96377,-14.0
SKU-93845,-14.0
SKU-98759,-14.0
SKU-95278,-14.0
SKU-92412,-14.0
SKU-94605,-14.0
SKU-93640,-14.0
SKU-97775,-13.0
SKU-90794,-13.0
SKU-95591,-13.0
SKU-95785,-13.0
SKU-99969,-13.0
SKU-95919,-13.0
SKU-92884,-13.0
SKU-98474,-13.0
SKU-99031,-13.0
SKU-97021,-12.0
SKU-94446,-12.0
SKU-94774,-12.0
SKU-91342,-11.0
SKU-94413,-11.0
SKU-91369,-11.0
SKU-96974,-11.0
SKU-93046,-11.0
SKU-99914,-11.0
SKU-96540,-11.0
SKU-93755,-11.0
SKU-93209,-10.0
SKU-92115,-10.0
SKU-97246,-10.0
SKU-90359,-10.0
SKU-90004,-10.0
SKU-93575,-10.0
SKU-96627,-10.0
SKU-98295,-9.0
SKU-91250,-9.0
SKU-93489,-9.0
SKU-93328,-9.0
SKU-92856,-9.0
SKU-93223,-9.0
SKU-94541,-9.0
SKU-90897,-9.0
SKU-98956,-9.0
SKU-97148,-9.0
SKU-96714,-8.0
SKU-95006,-8.0
SKU-99227,-8.0
SKU-98765,-8.0
SKU-96958,-7.0
SKU-99660,-7.0
SKU-93417,-7.0
SKU-99586,-7.0
SKU-93905,-7.0
SKU-94491,-7.0
SKU-92844,-7.0
SKU-92307,-7.0
SKU-91897,-6.0
SKU-92897,-6.0
SKU-97934,-6.0
SKU-93902,-6.0
SKU-98092,-6.0
SKU-96697,-6.0
SKU-90145,-5.0
SKU-92200,-5.0
SKU-93942,-5.0
SKU-95569,-5.0
SKU-96698,-5.0
SKU-98548,-4.0
SKU-96317,-4.0
SKU-99885,-4.0
SKU-91134,-4.0
SKU-92446,-4.0
SKU-92438,-4.0
SKU-98704,-4.0
SKU-99313,-4.0
SKU-90423,-4.0
SKU-96987,-4.0
SKU-91675,-3.0
SKU-95847,-3.0
SKU-90553,-3.0
SKU-94244,-3.0
SKU-92761,-3.0
SKU-99354,-3.0
SKU-96927,-3.0
SKU-95464,-2.0
SKU-92065,-2.0
SKU-90132,-2.0
SKU-92450,-2.0
SKU-94097,-2.0
SKU-94751,-2.0
SKU-96452,-2.0
SKU-90048,-2.0
SKU-95160,-2.0
SKU-92156,-1.0
SKU-98971,-1.0
SKU-90879,-1.0
SKU-96015,-1.0
SKU-90535,-1.0
SKU-98001,-1.0
SKU-95815,-1.0
SKU-92213,-1.0
SKU-90183,-1.0
SKU-91938,1.0
SKU-98666,1.0
SKU-96804,1.0
SKU-92155,1.0
SKU-93919,1.0
SKU-96864,1.0
SKU-98814,1.0
SKU-99621,1.0
SKU-99178,1.0
SKU-99763,1.0
SKU-98864,1.0
SKU-92548,1.0
SKU-98669,1.0
SKU-94256,2.0
SKU-92290,2.0
SKU-91348,2.0
SKU-92593,2.0
SKU-93058,2.0
SKU-98906,2.0
SKU-92056,2.0
SKU-94942,2.0
SKU-99623,2.0
SKU-93394,2.0
SKU-90733,2.0
SKU-93670,2.0
SKU-93106,2.0
SKU-96805,2.0
SKU-94698,2.0
SKU-96792,2.0
SKU-98040,3.0
SKU-99685,3.0
SKU-93126,3.0
SKU-95301,3.0
SKU-99857,3.0
SKU-94862,3.0
SKU-98487,3.0
SKU-90244,3.0
SKU-92261,3.0
SKU-92754,3.0
SKU-98297,4.0
SKU-95329,4.0
SKU-99225,4.0
SKU-92324,4.0
SKU-90593,4.0
SKU-93887,4.0
SKU-93565,4.0
SKU-90584,4.0
SKU-96144,4.0
SKU-95070,4.0
SKU-98630,4.0
SKU-98170,5.0
SKU-96932,5.0
SKU-92126,5.0
SKU-94940,5.0
SKU-96513,5.0
SKU-99078,5.0
SKU-92481,5.0
SKU-91576,5.0
SKU-95742,5.0
SKU-90213,5.0
SKU-94734,5.0
SKU-96407,5.0
SKU-95481,6.0
SKU-95292,6.0
SKU-91723,6.0
SKU-91287,6.0
SKU-94004,6.0
SKU-90464,6.0
SKU-90201,6.0
SKU-93646,6.0
SKU-99340,6.0
SKU-97472,6.0
SKU-97292,7.0
SKU-96623,7.0
SKU-97564,7.0
SKU-97712,7.0
SKU-97389,7.0
SKU-91511,7.0
SKU-96471,7.0
SKU-98308,7.0
SKU-98742,7.0
SKU-98740,7.0
SKU-98612,7.0
SKU-99137,7.0
SKU-96086,7.0
SKU-99003,8.0
SKU-95639,8.0
SKU-93572,8.0
SKU-97877,8.0
SKU-97697,8.0
SKU-96012,8.0
SKU-99815,8.0
SKU-96846,8.0
SKU-99243,8.0
SKU-94909,8.0
SKU-92473,8.0
SKU-95007,9.0
SKU-96798,9.0
SKU-97705,9.0
SKU-98248,9.0
SKU-95441,9.0
SKU-99751,9.0
SKU-91376,9.0
SKU-91701,9.0
SKU-93212,9.0
SKU-92921,10.0
SKU-91445,10.0
SKU-96396,10.0
SKU-92581,10.0
SKU-99163,10.0
SKU-94385,10.0
SKU-94423,10.0
SKU-91252,10.0
SKU-94853,11.0
SKU-90381,11.0
SKU-93377,11.0
SKU-92898,11.0
SKU-92791,11.0
SKU-92669,11.0
SKU-94206,11.0
SKU-97501,11.0
SKU-90596,11.0
SKU-93339,11.0
SKU-99659,11.0
SKU-97289,12.0
SKU-93798,12.0
SKU-95282,12.0
SKU-92927,12.0
SKU-99620,12.0
SKU-90388,12.0
SKU-95370,12.0
SKU-95458,12.0
SKU-97265,12.0
SKU-98602,12.0
SKU-98210,12.0
SKU-95054,12.0
SKU-93155,12.0
SKU-98856,12.0
SKU-95071,12.0
SKU-92040,13.0
SKU-97702,13.0
SKU-98132,13.0
SKU-94528,13.0
SKU-98419,13.0
SKU-95838,13.0
SKU-98818,13.0
SKU-99533,14.0
SKU-99713,14.0
SKU-99168,14.0
SKU-97195,14.0
SKU-96574,14.0
SKU-92953,14.0
SKU-97579,14.0
SKU-94349,14.0
SKU-99638,14.0
SKU-99492,15.0
SKU-91745,15.0
SKU-98363,15.0
SKU-97529,16.0
SKU-97713,16.0
SKU-99029,16.0
SKU-98408,16.0
SKU-99971,16.0
SKU-98008,16.0
SKU-96349,16.0
SKU-95029,16.0
SKU-91329,16.0
SKU-98109,16.0
SKU-97616,16.0
SKU-97314,16.0
SKU-93860,16.0
SKU-99863,16.0
SKU-91941,16.0
SKU-91507,17.0
SKU-92318,17.0
SKU-96662,17.0
SKU-97942,17.0
SKU-91767,17.0
SKU-99112,17.0
SKU-93425,17.0
SKU-96597,17.0
SKU-92909,17.0
SKU-95187,17.0
SKU-94347,17.0
SKU-99674,17.0
SKU-98107,18.0
SKU-92033,18.0
SKU-95828,18.0
SKU-96237,18.0
SKU-91878,18.0
SKU-97158,18.0
SKU-99110,18.0
SKU-98128,18.0
SKU-91565,18.0
SKU-97264,18.0
SKU-95827,18.0
SKU-90542,18.0
SKU-91551,18.0
SKU-95718,19.0
SKU-99270,19.0
SKU-92221,19.0
SKU-91647,19.0
SKU-99080,19.0
SKU-90086,19.0
SKU-93359,19.0
SKU-93297,19.0
SKU-96898,19.0
SKU-90354,19.0
SKU-96509,19.0
SKU-94739,19.0
SKU-98072,19.0
SKU-90924,19.0
SKU-99477,19.0
SKU-97122,19.0
SKU-98050,20.0
SKU-99579,20.0
SKU-91178,20.0
SKU-96639,20.0
SKU-96258,20.0
SKU-92879,20.0
SKU-94187,20.0
SKU-99818,20.0
SKU-91578,20.0
SKU-93695,20.0
SKU-95087,20.0
SKU-91103,20.0
SKU-90771,20.0
SKU-97907,20.0
SKU-92676,20.0
SKU-99599,20.0
SKU-97985,20.0
SKU-98313,20.0
SKU-94287,20.0
SKU-96262,20.0
SKU-93588,20.0
SKU-93550,20.0
SKU-96098,20.0
SKU-96117,20.0
SKU-90333,20.0
SKU-93378,21.0
SKU-90558,21.0
SKU-96626,21.0
SKU-90715,21.0
SKU-95879,21.0
SKU-90375,21.0
SKU-96491,21.0
SKU-93178,21.0
SKU-95212,21.0
SKU-92602,22.0
SKU-96847,22.0
SKU-96367,22.0
SKU-98799,22.0
SKU-90859,23.0
SKU-97208,23.0
SKU-96957,23.0
SKU-96726,23.0
SKU-94193,23.0
SKU-90103,23.0
SKU-91200,23.0
SKU-95697,23.0
SKU-94237,23.0
SKU-93878,23.0
SKU-91220,23.0
SKU-98320,24.0
SKU-99855,24.0
SKU-92605,24.0
SKU-90869,24.0
SKU-91415,24.0
SKU-98004,24.0
SKU-98884,24.0
SKU-93904,24.0
SKU-97583,24.0
SKU-98764,24.0
SKU-94277,25.0
SKU-91412,25.0
SKU-96678,25.0
SKU-99342,25.0
SKU-96343,26.0
SKU-99014,26.0
SKU-91030,26.0
SKU-93199,26.0
SKU-96584,26.0
SKU-93641,26.0
SKU-90816,27.0
SKU-97255,27.0
SKU-98338,27.0
SKU-95152,27.0
SKU-91107,27.0
SKU-98804,27.0
SKU-94773,27.0
SKU-92574,27.0
SKU-99694,27.0
SKU-94846,27.0
SKU-99709,27.0
SKU-90633,27.0
SKU-99661,27.0
SKU-95521,27.0
SKU-91532,27.0
SKU-92262,27.0
SKU-95926,27.0
SKU-90853,28.0
SKU-97490,28.0
SKU-96159,28.0
SKU-95866,28.0
SKU-92474,28.0
SKU-94886,28.0
SKU-98103,28.0
SKU-96467,28.0
SKU-95060,28.0
SKU-92798,28.0
SKU-90820,28.0
SKU-97231,28.0
SKU-92257,29.0
SKU-95213,29.0
SKU-95207,29.0
SKU-96789,29.0
SKU-93450,29.0
SKU-92800,29.0
SKU-99748,29.0
SKU-96312,29.0
SKU-98710,29.0
SKU-99856,29.0
SKU-99603,29.0
SKU-91298,29.0
SKU-96388,29.0
SKU-95656,30.0
SKU-96576,30.0
SKU-96917,30.0
SKU-94414,30.0
SKU-93529,30.0
SKU-99259,30.0
SKU-95797,30.0
SKU-93812,30.0
SKU-96030,30.0
SKU-95075,30.0
SKU-92435,30.0
SKU-93893,30.0
SKU-98605,30.0
SKU-99064,30.0
SKU-96718,30.0
SKU-92332,30.0
SKU-90396,30.0
SKU-92252,30.0
SKU-91113,31.0
SKU-90494,31.0
SKU-94272,31.0
SKU-93130,31.0
SKU-93731,31.0
SKU-91410,31.0
SKU-90760,31.0
SKU-94455,31.0
SKU-98443,31.0
SKU-95780,31.0
SKU-94001,31.0
SKU-90817,32.0
SKU-94907,32.0
SKU-99727,32.0
SKU-92314,32.0
SKU-92093,32.0
SKU-93288,32.0
SKU-97364,32.0
SKU-93306,32.0
SKU-96895,32.0
SKU-94120,32.0
SKU-96541,32.0
SKU-93891,32.0
SKU-92777,32.0
SKU-90981,32.0
SKU-98376,32.0
SKU-97421,32.0
SKU-98621,32.0
SKU-92859,32.0
SKU-92105,32.0
SKU-93617,33.0
SKU-91258,33.0
SKU-93765,33.0
SKU-92547,33.0
SKU-96342,33.0
SKU-91168,33.0
SKU-92672,33.0
SKU-93633,33.0
SKU-90040,34.0
SKU-90616,34.0
SKU-94985,34.0
SKU-96851,34.0
SKU-91695,34.0
SKU-99842,34.0
SKU-98341,34.0
SKU-97236,34.0
SKU-91520,34.0
SKU-96859,35.0
SKU-98918,35.0
SKU-94292,35.0
SKU-90475,35.0
SKU-98421,35.0
SKU-97737,35.0
SKU-92797,35.0
SKU-93829,35.0
SKU-91116,35.0
SKU-95178,35.0
SKU-96743,36.0
SKU-98447,36.0
SKU-92322,36.0
SKU-92894,36.0
SKU-94817,36.0
SKU-90782,36.0
SKU-99317,36.0
SKU-94703,36.0
SKU-91035,36.0
SKU-93795,36.0
SKU-99160,36.0
SKU-92045,36.0
SKU-95493,36.0
SKU-97259,36.0
SKU-96227,37.0
SKU-93683,37.0
SKU-90565,37.0
SKU-96797,37.0
SKU-91738,38.0
SKU-91185,38.0
SKU-98257,38.0
SKU-90505,38.0
SKU-92928,38.0
SKU-92862,38.0
SKU-92461,38.0
SKU-99507,38.0
SKU-95629,38.0
SKU-92146,39.0
SKU-95052,39.0
SKU-99791,39.0
SKU-94997,39.0
SKU-99882,39.0
SKU-97107,39.0
SKU-97628,39.0
SKU-97606,39.0
SKU-97884,39.0
SKU-97240,39.0
SKU-96653,40.0
SKU-90949,40.0
SKU-96078,40.0
SKU-99105,40.0
SKU-93490,40.0
SKU-94584,40.0
SKU-99940,40.0
SKU-99811,40.0
SKU-91183,40.0
SKU-92429,40.0
SKU-91931,40.0
SKU-96824,40.0
SKU-90661,40.0
SKU-92088,40.0
SKU-97048,41.0
SKU-91667,41.0
SKU-99071,41.0
SKU-90958,41.0
SKU-98420,41.0
SKU-95451,41.0
SKU-93791,41.0
SKU-94286,41.0
SKU-95876,41.0
SKU-90562,41.0
SKU-93246,41.0
SKU-99292,41.0
SKU-94018,42.0
SKU-97140,42.0
SKU-90884,42.0
SKU-92697,42.0
SKU-90994,42.0
SKU-99095,42.0
SKU-95159,42.0
SKU-97323,42.0
SKU-99174,42.0
SKU-93554,42.0
SKU-96228,42.0
SKU-97465,42.0
SKU-99017,42.0
SKU-99055,42.0
SKU-97022,43.0
SKU-91722,43.0
SKU-97036,43.0
SKU-97546,43.0
SKU-94053,43.0
SKU-99201,43.0
SKU-95497,43.0
SKU-95482,43.0
SKU-98948,43.0
SKU-90962,43.0
SKU-90740,43.0
SKU-97523,43.0
SKU-94178,43.0
SKU-90919,44.0
SKU-98355,44.0
SKU-92992,44.0
SKU-99531,44.0
SKU-93681,44.0
SKU-94995,44.0
SKU-96124,44.0
SKU-94245,44.0
SKU-90220,44.0
SKU-99905,44.0
SKU-91885,44.0
SKU-90052,44.0
SKU-90936,44.0
SKU-93079,45.0
SKU-90785,45.0
SKU-99615,45.0
SKU-95483,45.0
SKU-90619,45.0
SKU-92632,45.0
SKU-97693,45.0
SKU-99619,45.0
SKU-90739,46.0
SKU-96663,46.0
SKU-97282,46.0
SKU-96166,46.0
SKU-97855,46.0
SKU-97684,46.0
SKU-95573,46.0
SKU-95140,46.0
SKU-97731,46.0
SKU-96119,46.0
SKU-96990,46.0
SKU-97110,46.0
SKU-92969,46.0
SKU-99264,46.0
SKU-91402,47.0
SKU-92255,47.0
SKU-99204,47.0
SKU-96774,47.0
SKU-96937,47.0
SKU-99038,47.0
SKU-90306,47.0
SKU-91614,47.0
SKU-94333,47.0
SKU-92885,48.0
SKU-97483,48.0
SKU-98604,48.0
SKU-93514,48.0
SKU-91933,48.0
SKU-96099,48.0
SKU-97161,48.0
SKU-98380,48.0
SKU-96641,48.0
SKU-92832,48.0
SKU-99729,48.0
SKU-94329,49.0
SKU-94729,49.0
SKU-94811,49.0
SKU-93277,49.0
SKU-92946,49.0
SKU-97663,49.0
SKU-90645,49.0
SKU-95536,49.0
SKU-94155,49.0
SKU-94428,49.0
SKU-97203,49.0
SKU-93645,49.0
SKU-92813,50.0
SKU-92850,50.0
SKU-98807,50.0
SKU-94949,50.0
SKU-95538,50.0
SKU-95181,50.0
SKU-93784,50.0
SKU-92471,50.0
