sku,current_stock
SKU-98899,-153.0
SKU-95436,-153.0
SKU-95353,-153.0
SKU-99184,-153.0
SKU-94901,-153.0
SKU-90514,-150.0
SKU-97901,-150.0
SKU-96108,-150.0
SKU-93270,-150.0
SKU-93872,-150.0
SKU-93541,-150.0
SKU-95361,-150.0
SKU-97079,-150.0
SKU-97634,-150.0
SKU-91022,-150.0
SKU-95917,-147.0
SKU-94646,-147.0
SKU-92379,-147.0
SKU-99646,-144.0
SKU-91228,-144.0
SKU-94205,-144.0
SKU-97785,-144.0
SKU-97917,-144.0
SKU-98729,-144.0
SKU-96372,-144.0
SKU-93852,-141.0
SKU-95065,-141.0
SKU-99312,-141.0
SKU-99407,-141.0
SKU-97821,-141.0
SKU-98866,-141.0
SKU-91970,-138.0
SKU-98146,-138.0
SKU-94072,-135.0
SKU-95956,-135.0
SKU-90916,-135.0
SKU-91584,-135.0
SKU-96250,-132.0
SKU-95937,-132.0
SKU-97989,-132.0
SKU-97567,-132.0
SKU-93375,-132.0
SKU-93320,-132.0
SKU-94375,-129.0
SKU-98049,-129.0
SKU-90110,-129.0
SKU-98673,-129.0
SKU-95157,-129.0
SKU-95991,-129.0
SKU-92512,-129.0
SKU-92303,-126.0
SKU-92269,-126.0
SKU-99771,-126.0
SKU-93167,-126.0
SKU-97004,-126.0
SKU-99689,-123.0
SKU-98159,-123.0
SKU-96359,-123.0
SKU-94100,-123.0
SKU-94328,-123.0
SKU-91235,-123.0
SKU-97365,-123.0
SKU-92539,-120.0
SKU-92321,-120.0
SKU-93768,-120.0
SKU-91936,-120.0
SKU-97541,-120.0
SKU-99725,-120.0
SKU-96438,-117.0
SKU-92869,-117.0
SKU-97201,-117.0
SKU-93580,-117.0
SKU-91089,-117.0
SKU-92651,-117.0
SKU-91891,-117.0
SKU-90136,-114.0
SKU-91926,-114.0
SKU-99265,-114.0
SKU-97011,-114.0
SKU-91138,-111.0
SKU-93156,-111.0
SKU-94706,-111.0
SKU-90654,-108.0
SKU-94174,-108.0
SKU-98084,-108.0
SKU-94965,-108.0
SKU-94566,-108.0
SKU-91051,-105.0
SKU-94334,-105.0
SKU-96776,-105.0
SKU-91304,-105.0
SKU-97187,-102.0
SKU-92830,-102.0
SKU-90035,-102.0
SKU-96638,-102.0
SKU-93519,-102.0
SKU-93720,-99.0
SKU-96575,-99.0
SKU-91527,-99.0
SKU-98055,-99.0
SKU-98077,-99.0
SKU-92502,-99.0
SKU-99357,-99.0
SKU-91346,-99.0
SKU-96333,-99.0
SKU-91180,-96.0
SKU-91569,-96.0
SKU-96583,-96.0
SKU-98780,-96.0
SKU-96440,-96.0
SKU-95185,-96.0
SKU-98503,-96.0
SKU-95668,-93.0
SKU-91106,-93.0
SKU-90066,-93.0
SKU-96085,-93.0
SKU-90849,-93.0
SKU-92870,-93.0
SKU-92032,-93.0
SKU-93074,-93.0
SKU-98010,-93.0
SKU-97387,-90.0
SKU-95633,-90.0
SKU-96387,-90.0
SKU-93671,-90.0
SKU-99000,-90.0
SKU-99889,-90.0
SKU-98017,-90.0
SKU-97745,-87.0
SKU-91575,-87.0
SKU-90634,-87.0
SKU-95810,-87.0
SKU-91615,-87.0
SKU-95955,-87.0
SKU-98391,-87.0
SKU-91655,-87.0
SKU-95169,-87.0
SKU-98928,-87.0
SKU-92061,-87.0
SKU-96432,-87.0
SKU-95285,-84.0
SKU-91818,-84.0
SKU-94755,-84.0
SKU-98857,-84.0
SKU-93243,-84.0
SKU-90241,-84.0
SKU-94947,-84.0
SKU-90422,-81.0
SKU-98494,-81.0
SKU-97844,-81.0
SKU-91712,-81.0
SKU-95194,-81.0
SKU-93857,-81.0
SKU-97406,-81.0
SKU-93335,-81.0
SKU-91137,-78.0
SKU-90089,-78.0
SKU-96079,-78.0
SKU-97058,-78.0
SKU-93261,-78.0
SKU-99833,-78.0
SKU-96904,-78.0
SKU-98830,-75.0
SKU-94963,-75.0
SKU-90628,-75.0
SKU-99636,-75.0
SKU-94016,-75.0
SKU-97033,-75.0
SKU-98540,-75.0
SKU-98653,-75.0
SKU-96383,-75.0
SKU-91862,-72.0
SKU-90623,-72.0
SKU-92600,-72.0
SKU-93370,-72.0
SKU-92367,-72.0
SKU-92973,-72.0
SKU-92725,-72.0
SKU-91213,-69.0
SKU-94696,-69.0
SKU-90497,-69.0
SKU-92229,-69.0
SKU-94896,-69.0
SKU-95098,-69.0
SKU-97069,-69.0
SKU-91663,-69.0
SKU-98900,-66.0
SKU-96949,-66.0
SKU-99622,-63.0
SKU-97704,-63.0
SKU-91088,-63.0
SKU-94887,-60.0
SKU-99588,-60.0
SKU-99325,-60.0
SKU-91776,-60.0
SKU-94468,-60.0
SKU-97641,-57.0
SKU-92955,-57.0
SKU-98126,-57.0
SKU-90567,-57.0
SKU-95735,-57.0
SKU-95442,-57.0
SKU-97904,-57.0
SKU-96671,-57.0
SKU-90258,-57.0
SKU-92551,-57.0
SKU-98645,-57.0
SKU-92092,-54.0
SKU-98786,-54.0
SKU-97429,-54.0
SKU-97131,-54.0
SKU-90043,-54.0
SKU-91599,-51.0
SKU-93776,-51.0
SKU-90379,-51.0
SKU-95762,-51.0
SKU-98362,-51.0
SKU-96196,-51.0
SKU-97279,-48.0
SKU-99715,-48.0
SKU-97393,-48.0
SKU-91404,-48.0
SKU-94643,-48.0
SKU-92064,-45.0
SKU-91752,-45.0
SKU-94135,-45.0
SKU-96021,-45.0
SKU-95278,-42.0
SKU-98759,-42.0
SKU-93845,-42.0
SKU-94605,-42.0
SKU-93640,-42.0
SKU-92412,-42.0
SKU-96377,-42.0
SKU-90298,-42.0
SKU-92884,-39.0
SKU-95919,-39.0
SKU-98474,-39.0
SKU-99031,-39.0
SKU-99969,-39.0
SKU-95785,-39.0
SKU-97775,-39.0
SKU-90794,-39.0
SKU-95591,-39.0
SKU-97021,-36.0
SKU-94774,-36.0
SKU-94446,-36.0
SKU-96540,-33.0
SKU-93755,-33.0
SKU-91342,-33.0
SKU-94413,-33.0
SKU-91369,-33.0
SKU-93046,-33.0
SKU-96974,-33.0
SKU-99914,-33.0
SKU-97246,-30.0
SKU-93575,-30.0
SKU-90359,-30.0
SKU-96627,-30.0
SKU-92115,-30.0
SKU-90004,-30.0
SKU-93209,-30.0
SKU-93489,-27.0
SKU-93328,-27.0
SKU-90897,-27.0
SKU-91250,-27.0
SKU-98956,-27.0
SKU-93223,-27.0
SKU-94541,-27.0
SKU-97148,-27.0
SKU-92856,-27.0
SKU-98295,-27.0
SKU-95006,-24.0
SKU-99227,-24.0
SKU-98765,-24.0
SKU-96714,-24.0
SKU-94491,-21.0
SKU-92844,-21.0
SKU-93905,-21.0
SKU-96958,-21.0
SKU-93417,-21.0
SKU-99586,-21.0
SKU-92307,-21.0
SKU-99660,-21.0
SKU-98092,-18.0
SKU-92897,-18.0
SKU-91897,-18.0
SKU-93902,-18.0
SKU-96697,-18.0
SKU-97934,-18.0
SKU-92200,-15.0
SKU-93942,-15.0
SKU-96698,-15.0
SKU-90145,-15.0
SKU-95569,-15.0
SKU-98548,-12.0
SKU-96987,-12.0
SKU-92438,-12.0
SKU-92446,-12.0
SKU-96317,-12.0
SKU-98704,-12.0
SKU-99885,-12.0
SKU-90423,-12.0
SKU-91134,-12.0
SKU-99313,-12.0
SKU-92761,-9.0
SKU-94244,-9.0
SKU-96927,-9.0
SKU-90553,-9.0
SKU-99354,-9.0
SKU-95847,-9.0
SKU-91675,-9.0
SKU-96452,-6.0
SKU-95464,-6.0
SKU-94097,-6.0
SKU-90132,-6.0
SKU-94751,-6.0
SKU-90048,-6.0
SKU-92065,-6.0
SKU-92450,-6.0
SKU-95160,-6.0
SKU-90535,-3.0
SKU-96015,-3.0
SKU-90879,-3.0
SKU-98971,-3.0
SKU-92156,-3.0
SKU-95815,-3.0
SKU-92213,-3.0
SKU-98001,-3.0
SKU-90183,-3.0
SKU-91938,3.0
SKU-96804,3.0
SKU-98666,3.0
SKU-92155,3.0
SKU-93919,3.0
SKU-98864,3.0
SKU-96864,3.0
SKU-99621,3.0
SKU-92548,3.0
SKU-99178,3.0
SKU-99763,3.0
SKU-98814,3.0
SKU-98669,3.0
SKU-92290,6.0
SKU-93394,6.0
SKU-92056,6.0
SKU-94698,6.0
SKU-96792,6.0
SKU-99623,6.0
SKU-94942,6.0
SKU-90733,6.0
SKU-93058,6.0
SKU-91348,6.0
SKU-98906,6.0
SKU-94256,6.0
SKU-92593,6.0
SKU-93106,6.0
SKU-93670,6.0
SKU-96805,6.0
SKU-99857,9.0
SKU-99685,9.0
SKU-98040,9.0
SKU-94862,9.0
SKU-90244,9.0
SKU-92261,9.0
SKU-98487,9.0
SKU-93126,9.0
SKU-92754,9.0
SKU-95301,9.0
SKU-96144,12.0
SKU-95329,12.0
SKU-98297,12.0
SKU-90593,12.0
SKU-98630,12.0
SKU-93887,12.0
SKU-90584,12.0
SKU-99225,12.0
SKU-92324,12.0
SKU-95070,12.0
SKU-93565,12.0
SKU-96932,15.0
SKU-98170,15.0
SKU-96513,15.0
SKU-99078,15.0
SKU-94734,15.0
SKU-92126,15.0
SKU-96407,15.0
SKU-92481,15.0
SKU-95742,15.0
SKU-91576,15.0
SKU-94940,15.0
SKU-90213,15.0
SKU-91723,18.0
SKU-95292,18.0
SKU-97472,18.0
SKU-94004,18.0
SKU-90464,18.0
SKU-95481,18.0
SKU-90201,18.0
SKU-91287,18.0
SKU-99340,18.0
SKU-93646,18.0
SKU-97564,21.0
SKU-99137,21.0
SKU-96623,21.0
SKU-97292,21.0
SKU-96086,21.0
SKU-97389,21.0
SKU-97712,21.0
SKU-98612,21.0
SKU-98740,21.0
SKU-98742,21.0
SKU-91511,21.0
SKU-96471,21.0
SKU-98308,21.0
SKU-96012,24.0
SKU-94909,24.0
SKU-97877,24.0
SKU-97697,24.0
SKU-99815,24.0
SKU-99243,24.0
SKU-99003,24.0
SKU-93572,24.0
SKU-92473,24.0
SKU-96846,24.0
SKU-95639,24.0
SKU-95007,27.0
SKU-98248,27.0
SKU-91376,27.0
SKU-91701,27.0
SKU-93212,27.0
SKU-96798,27.0
SKU-95441,27.0
SKU-99751,27.0
SKU-97705,27.0
SKU-91252,30.0
SKU-99163,30.0
SKU-96396,30.0
SKU-92581,30.0
SKU-92921,30.0
SKU-91445,30.0
SKU-94423,30.0
SKU-94385,30.0
SKU-92791,33.0
SKU-94853,33.0
SKU-97501,33.0
SKU-93377,33.0
SKU-90596,33.0
SKU-99659,33.0
SKU-92669,33.0
SKU-92898,33.0
SKU-93339,33.0
SKU-90381,33.0
SKU-94206,33.0
SKU-90388,36.0
SKU-99620,36.0
SKU-93155,36.0
SKU-98210,36.0
SKU-98602,36.0
SKU-92927,36.0
SKU-95458,36.0
SKU-95071,36.0
SKU-97265,36.0
SKU-95370,36.0
SKU-95282,36.0
SKU-93798,36.0
SKU-97289,36.0
SKU-95054,36.0
SKU-98856,36.0
SKU-98419,39.0
SKU-95838,39.0
SKU-98132,39.0
SKU-94528,39.0
SKU-97702,39.0
SKU-92040,39.0
SKU-98818,39.0
SKU-99168,42.0
SKU-99713,42.0
SKU-96574,42.0
SKU-94349,42.0
SKU-99533,42.0
SKU-92953,42.0
SKU-97195,42.0
SKU-99638,42.0
SKU-97579,42.0
SKU-99492,45.0
SKU-98363,45.0
SKU-91745,45.0
SKU-98408,48.0
SKU-99971,48.0
SKU-99863,48.0
SKU-96349,48.0
SKU-95029,48.0
SKU-91941,48.0
SKU-97616,48.0
SKU-97713,48.0
SKU-97314,48.0
SKU-91329,48.0
SKU-99029,48.0
SKU-97529,48.0
SKU-98109,48.0
SKU-93860,48.0
SKU-98008,48.0
SKU-92318,51.0
SKU-99112,51.0
SKU-96662,51.0
SKU-93425,51.0
SKU-91767,51.0
SKU-99674,51.0
SKU-94347,51.0
SKU-91507,51.0
SKU-95187,51.0
SKU-92909,51.0
SKU-96597,51.0
SKU-97942,51.0
SKU-97264,54.0
SKU-99110,54.0
SKU-96237,54.0
SKU-98107,54.0
SKU-90542,54.0
SKU-91565,54.0
SKU-92033,54.0
SKU-95828,54.0
SKU-97158,54.0
SKU-98128,54.0
SKU-91551,54.0
SKU-91878,54.0
SKU-95827,54.0
SKU-92221,57.0
SKU-93297,57.0
SKU-93359,57.0
SKU-96509,57.0
SKU-97122,57.0
SKU-99270,57.0
SKU-95718,57.0
SKU-90354,57.0
SKU-91647,57.0
SKU-90924,57.0
SKU-99477,57.0
SKU-90086,57.0
SKU-98072,57.0
SKU-94739,57.0
SKU-99080,57.0
SKU-96898,57.0
SKU-94187,60.0
SKU-91178,60.0
SKU-95087,60.0
SKU-97985,60.0
SKU-93695,60.0
SKU-98313,60.0
SKU-94287,60.0
SKU-92676,60.0
SKU-93550,60.0
SKU-90771,60.0
SKU-99818,60.0
SKU-97907,60.0
SKU-92879,60.0
SKU-98050,60.0
SKU-91578,60.0
SKU-93588,60.0
SKU-90333,60.0
SKU-96258,60.0
SKU-99599,60.0
SKU-96117,60.0
SKU-96639,60.0
SKU-91103,60.0
SKU-96262,60.0
SKU-96098,60.0
SKU-99579,60.0
SKU-93378,63.0
SKU-96626,63.0
SKU-93178,63.0
SKU-96491,63.0
SKU-90375,63.0
SKU-90558,63.0
SKU-95879,63.0
SKU-90715,63.0
SKU-95212,63.0
SKU-96367,66.0
SKU-98799,66.0
SKU-92602,66.0
SKU-96847,66.0
SKU-93878,69.0
SKU-96726,69.0
SKU-94193,69.0
SKU-94237,69.0
SKU-95697,69.0
SKU-91200,69.0
SKU-90103,69.0
SKU-90859,69.0
SKU-91220,69.0
SKU-97208,69.0
SKU-96957,69.0
SKU-98004,72.0
SKU-93904,72.0
SKU-99855,72.0
SKU-98320,72.0
SKU-98884,72.0
SKU-90869,72.0
SKU-92605,72.0
SKU-98764,72.0
SKU-97583,72.0
SKU-91415,72.0
SKU-99342,75.0
SKU-91412,75.0
SKU-94277,75.0
SKU-96678,75.0
SKU-91030,78.0
SKU-93641,78.0
SKU-93199,78.0
SKU-96584,78.0
SKU-96343,78.0
SKU-99014,78.0
SKU-99661,81.0
SKU-91532,81.0
SKU-98804,81.0
SKU-92262,81.0
SKU-94846,81.0
SKU-99694,81.0
SKU-92574,81.0
SKU-90816,81.0
SKU-95926,81.0
SKU-99709,81.0
SKU-95152,81.0
SKU-97255,81.0
SKU-98338,81.0
SKU-94773,81.0
SKU-90633,81.0
SKU-95521,81.0
SKU-91107,81.0
SKU-94886,84.0
SKU-98103,84.0
SKU-97490,84.0
SKU-92474,84.0
SKU-92798,84.0
SKU-95060,84.0
SKU-96467,84.0
SKU-96159,84.0
SKU-95866,84.0
SKU-97231,84.0
SKU-90853,84.0
SKU-90820,84.0
SKU-98710,87.0
SKU-99603,87.0
SKU-99748,87.0
SKU-95213,87.0
SKU-96789,87.0
SKU-91298,87.0
SKU-96312,87.0
SKU-93450,87.0
SKU-92800,87.0
SKU-95207,87.0
SKU-92257,87.0
SKU-99856,87.0
SKU-96388,87.0
SKU-94414,90.0
SKU-99064,90.0
SKU-95656,90.0
SKU-93529,90.0
SKU-99259,90.0
SKU-93812,90.0
SKU-96030,90.0
SKU-98605,90.0
SKU-96718,90.0
SKU-93893,90.0
SKU-92435,90.0
SKU-96576,90.0
SKU-92252,90.0
SKU-95797,90.0
SKU-96917,90.0
SKU-90396,90.0
SKU-92332,90.0
SKU-95075,90.0
SKU-95780,93.0
SKU-94001,93.0
SKU-90760,93.0
SKU-91410,93.0
SKU-94455,93.0
SKU-98443,93.0
SKU-93130,93.0
SKU-93731,93.0
SKU-91113,93.0
SKU-94272,93.0
SKU-90494,93.0
SKU-92314,96.0
SKU-96895,96.0
SKU-98376,96.0
SKU-92105,96.0
SKU-94120,96.0
SKU-92859,96.0
SKU-93288,96.0
SKU-93891,96.0
SKU-98621,96.0
SKU-92093,96.0
SKU-92777,96.0
SKU-97364,96.0
SKU-96541,96.0
SKU-97421,96.0
SKU-99727,96.0
SKU-93306,96.0
SKU-90817,96.0
SKU-94907,96.0
SKU-90981,96.0
SKU-92547,99.0
SKU-93617,99.0
SKU-91168,99.0
SKU-92672,99.0
SKU-91258,99.0
SKU-93633,99.0
SKU-93765,99.0
SKU-96342,99.0
SKU-91695,102.0
SKU-98341,102.0
SKU-97236,102.0
SKU-94985,102.0
SKU-90616,102.0
SKU-90040,102.0
SKU-91520,102.0
SKU-96851,102.0
SKU-99842,102.0
SKU-91116,105.0
SKU-96859,105.0
SKU-90475,105.0
SKU-95178,105.0
SKU-94292,105.0
SKU-98918,105.0
SKU-97737,105.0
SKU-98421,105.0
SKU-93829,105.0
SKU-92797,105.0
SKU-96743,108.0
SKU-99317,108.0
SKU-91035,108.0
SKU-90782,108.0
SKU-94703,108.0
SKU-97259,108.0
SKU-93795,108.0
SKU-99160,108.0
SKU-92894,108.0
SKU-98447,108.0
SKU-94817,108.0
SKU-92322,108.0
SKU-92045,108.0
SKU-95493,108.0
SKU-96797,111.0
SKU-90565,111.0
SKU-96227,111.0
SKU-93683,111.0
SKU-92928,114.0
SKU-99507,114.0
SKU-91185,114.0
SKU-98257,114.0
SKU-92461,114.0
SKU-91738,114.0
SKU-90505,114.0
SKU-95629,114.0
SKU-92862,114.0
SKU-99882,117.0
SKU-97240,117.0
SKU-92146,117.0
SKU-97107,117.0
SKU-95052,117.0
SKU-97884,117.0
SKU-97606,117.0
SKU-94997,117.0
SKU-99791,117.0
SKU-97628,117.0
SKU-92429,120.0
SKU-99105,120.0
SKU-92088,120.0
SKU-90949,120.0
SKU-96078,120.0
SKU-96653,120.0
SKU-91931,120.0
SKU-96824,120.0
SKU-99811,120.0
SKU-94584,120.0
SKU-99940,120.0
SKU-90661,120.0
SKU-93490,120.0
SKU-91183,120.0
SKU-99071,123.0
SKU-95451,123.0
SKU-94286,123.0
SKU-98420,123.0
SKU-90562,123.0
SKU-90958,123.0
SKU-91667,123.0
SKU-95876,123.0
SKU-93246,123.0
SKU-93791,123.0
SKU-97048,123.0
SKU-99292,123.0
SKU-94018,126.0
SKU-99055,126.0
SKU-95159,126.0
SKU-90994,126.0
SKU-99017,126.0
SKU-96228,126.0
SKU-97465,126.0
SKU-99095,126.0
SKU-99174,126.0
SKU-92697,126.0
SKU-90884,126.0
SKU-97140,126.0
SKU-93554,126.0
SKU-97323,126.0
SKU-97523,129.0
SKU-97036,129.0
SKU-90740,129.0
SKU-94178,129.0
SKU-91722,129.0
SKU-90962,129.0
SKU-95497,129.0
SKU-97546,129.0
SKU-99201,129.0
SKU-94053,129.0
SKU-95482,129.0
SKU-98948,129.0
SKU-97022,129.0
SKU-90052,132.0
SKU-94995,132.0
SKU-94245,132.0
SKU-96124,132.0
SKU-90919,132.0
SKU-90220,132.0
SKU-91885,132.0
SKU-99531,132.0
SKU-92992,132.0
SKU-98355,132.0
SKU-90936,132.0
SKU-93681,132.0
SKU-99905,132.0
SKU-99615,135.0
SKU-90619,135.0
SKU-97693,135.0
SKU-99619,135.0
SKU-90785,135.0
SKU-93079,135.0
SKU-95483,135.0
SKU-92632,135.0
SKU-97110,138.0
SKU-97855,138.0
SKU-95140,138.0
SKU-97282,138.0
SKU-99264,138.0
SKU-96119,138.0
SKU-95573,138.0
SKU-90739,138.0
SKU-96990,138.0
SKU-96166,138.0
SKU-92969,138.0
SKU-97684,138.0
SKU-96663,138.0
SKU-97731,138.0
SKU-91614,141.0
SKU-99204,141.0
SKU-94333,141.0
SKU-92255,141.0
SKU-90306,141.0
SKU-96774,141.0
SKU-91402,141.0
SKU-96937,141.0
SKU-99038,141.0
SKU-97161,144.0
SKU-97483,144.0
SKU-99729,144.0
SKU-92832,144.0
SKU-98604,144.0
SKU-91933,144.0
SKU-96099,144.0
SKU-98380,144.0
SKU-92885,144.0
SKU-96641,144.0
SKU-93514,144.0
SKU-92946,147.0
SKU-95536,147.0
SKU-94729,147.0
SKU-93277,147.0
SKU-94329,147.0
SKU-94428,147.0
SKU-90645,147.0
SKU-97203,147.0
SKU-97663,147.0
SKU-94155,147.0
SKU-94811,147.0
SKU-93645,147.0
SKU-98315,150.0
SKU-98978,150.0
SKU-94949,150.0
SKU-93784,150.0
SKU-92813,150.0
SKU-92103,150.0
SKU-92850,150.0
SKU-92471,150.0
