sku,current_stock
SKU-90348,-178.0
SKU-91538,-178.0
SKU-97817,-178.0
SKU-93096,-178.0
SKU-98095,-178.0
SKU-90229,-178.0
SKU-98718,-176.0
SKU-92636,-176.0
SKU-90324,-176.0
SKU-97044,-176.0
SKU-92402,-176.0
SKU-99919,-176.0
SKU-96831,-176.0
SKU-91953,-176.0
SKU-90197,-176.0
SKU-96074,-174.0
SKU-92570,-174.0
SKU-91099,-174.0
SKU-95214,-174.0
SKU-91986,-174.0
SKU-91426,-174.0
SKU-93589,-174.0
SKU-95295,-174.0
SKU-94888,-174.0
SKU-92886,-174.0
SKU-91074,-174.0
SKU-92498,-174.0
SKU-96992,-172.0
SKU-93899,-172.0
SKU-98947,-172.0
SKU-99642,-172.0
SKU-94826,-170.0
SKU-98152,-170.0
SKU-94233,-170.0
SKU-96517,-170.0
SKU-90468,-170.0
SKU-96020,-168.0
SKU-92480,-168.0
SKU-92728,-168.0
SKU-90117,-168.0
SKU-97620,-168.0
SKU-99772,-166.0
SKU-99543,-166.0
SKU-98945,-166.0
SKU-90612,-164.0
SKU-93785,-164.0
SKU-92138,-164.0
SKU-90836,-164.0
SKU-92248,-164.0
SKU-96216,-164.0
SKU-95027,-164.0
SKU-95394,-162.0
SKU-98698,-162.0
SKU-98309,-162.0
SKU-96110,-162.0
SKU-90406,-160.0
SKU-95299,-160.0
SKU-91825,-160.0
SKU-92067,-160.0
SKU-96652,-160.0
SKU-95989,-160.0
SKU-94895,-160.0
SKU-93607,-158.0
SKU-97559,-158.0
SKU-99195,-158.0
SKU-96609,-158.0
SKU-90113,-158.0
SKU-97530,-158.0
SKU-96863,-158.0
SKU-92941,-158.0
SKU-97538,-158.0
SKU-98529,-158.0
SKU-92934,-156.0
SKU-97082,-156.0
SKU-99883,-156.0
SKU-92087,-156.0
SKU-97091,-156.0
SKU-91323,-156.0
SKU-91525,-154.0
SKU-91753,-154.0
SKU-95168,-154.0
SKU-92254,-154.0
SKU-99422,-152.0
SKU-96750,-152.0
SKU-91461,-152.0
SKU-97533,-152.0
SKU-91686,-152.0
SKU-93097,-150.0
SKU-96405,-150.0
SKU-98302,-150.0
SKU-95134,-150.0
SKU-94439,-148.0
SKU-91275,-148.0
SKU-93343,-148.0
SKU-98568,-148.0
SKU-90314,-148.0
SKU-90358,-148.0
SKU-96722,-148.0
SKU-90839,-148.0
SKU-94581,-148.0
SKU-94794,-148.0
SKU-96386,-148.0
SKU-95523,-146.0
SKU-94000,-146.0
SKU-96326,-146.0
SKU-95363,-146.0
SKU-98693,-146.0
SKU-97043,-146.0
SKU-93537,-144.0
SKU-97061,-144.0
SKU-95888,-144.0
SKU-92242,-144.0
SKU-97590,-144.0
SKU-91543,-144.0
SKU-96625,-144.0
SKU-92315,-142.0
SKU-95954,-142.0
SKU-90960,-142.0
SKU-92223,-142.0
SKU-96254,-142.0
SKU-91045,-142.0
SKU-98735,-140.0
SKU-92852,-140.0
SKU-95437,-140.0
SKU-95518,-140.0
SKU-98893,-138.0
SKU-95840,-138.0
SKU-97293,-138.0
SKU-93709,-138.0
SKU-99775,-138.0
SKU-91870,-136.0
SKU-94968,-136.0
SKU-98273,-136.0
SKU-95004,-136.0
SKU-92509,-136.0
SKU-98246,-136.0
SKU-99828,-136.0
SKU-90941,-134.0
SKU-95456,-134.0
SKU-93168,-134.0
SKU-98209,-134.0
SKU-96062,-134.0
SKU-93451,-134.0
SKU-97344,-132.0
SKU-90476,-132.0
SKU-98386,-132.0
SKU-98311,-132.0
SKU-93464,-132.0
SKU-96548,-132.0
SKU-96655,-132.0
SKU-90700,-130.0
SKU-99532,-130.0
SKU-96035,-130.0
SKU-93340,-130.0
SKU-92867,-130.0
SKU-98708,-130.0
SKU-92253,-128.0
SKU-95950,-128.0
SKU-98348,-128.0
SKU-98129,-128.0
SKU-99338,-128.0
SKU-90408,-128.0
SKU-91868,-128.0
SKU-98230,-126.0
SKU-95952,-126.0
SKU-92204,-126.0
SKU-93861,-126.0
SKU-90440,-124.0
SKU-95875,-124.0
SKU-92960,-124.0
SKU-92193,-124.0
SKU-99186,-124.0
SKU-91167,-122.0
SKU-90042,-122.0
SKU-95846,-122.0
SKU-95432,-120.0
SKU-91170,-120.0
SKU-94409,-120.0
SKU-93287,-120.0
SKU-98624,-120.0
SKU-98552,-120.0
SKU-92432,-120.0
SKU-94191,-120.0
SKU-98149,-120.0
SKU-95781,-120.0
SKU-91999,-118.0
SKU-93548,-118.0
SKU-90577,-118.0
SKU-92344,-118.0
SKU-95494,-118.0
SKU-93026,-118.0
SKU-96566,-118.0
SKU-95270,-116.0
SKU-90171,-116.0
SKU-97121,-116.0
SKU-91563,-116.0
SKU-96775,-116.0
SKU-92101,-116.0
SKU-92626,-116.0
SKU-91118,-114.0
SKU-98114,-114.0
SKU-96268,-114.0
SKU-90085,-114.0
SKU-91294,-114.0
SKU-90754,-112.0
SKU-96965,-112.0
SKU-94843,-112.0
SKU-92947,-110.0
SKU-97847,-110.0
SKU-98671,-110.0
SKU-95091,-110.0
SKU-97062,-110.0
SKU-92418,-110.0
SKU-93690,-110.0
SKU-92966,-110.0
SKU-97225,-108.0
SKU-91841,-108.0
SKU-94358,-108.0
SKU-92689,-108.0
SKU-94467,-108.0
SKU-97627,-108.0
SKU-96301,-108.0
SKU-99212,-108.0
SKU-94498,-106.0
SKU-92634,-106.0
SKU-95158,-106.0
SKU-90834,-106.0
SKU-96226,-104.0
SKU-91995,-104.0
SKU-92348,-104.0
SKU-95353,-102.0
SKU-99184,-102.0
SKU-94901,-102.0
SKU-98899,-102.0
SKU-96701,-102.0
SKU-92647,-102.0
SKU-95436,-102.0
SKU-96108,-100.0
SKU-97079,-100.0
SKU-95361,-100.0
SKU-93541,-100.0
SKU-90514,-100.0
SKU-91022,-100.0
SKU-93270,-100.0
SKU-97901,-100.0
SKU-93872,-100.0
SKU-97634,-100.0
SKU-94646,-98.0
SKU-92379,-98.0
SKU-95917,-98.0
SKU-99646,-96.0
SKU-94205,-96.0
SKU-98729,-96.0
SKU-91228,-96.0
SKU-97917,-96.0
SKU-97785,-96.0
SKU-96372,-96.0
SKU-93852,-94.0
SKU-97821,-94.0
SKU-98866,-94.0
SKU-99407,-94.0
SKU-99312,-94.0
SKU-95065,-94.0
SKU-98146,-92.0
SKU-91970,-92.0
SKU-90916,-90.0
SKU-91584,-90.0
SKU-95956,-90.0
SKU-94072,-90.0
SKU-96250,-88.0
SKU-97567,-88.0
SKU-93320,-88.0
SKU-97989,-88.0
SKU-95937,-88.0
SKU-93375,-88.0
SKU-90110,-86.0
SKU-98673,-86.0
SKU-95991,-86.0
SKU-95157,-86.0
SKU-92512,-86.0
SKU-98049,-86.0
SKU-94375,-86.0
SKU-92269,-84.0
SKU-97004,-84.0
SKU-99771,-84.0
SKU-92303,-84.0
SKU-93167,-84.0
SKU-91235,-82.0
SKU-94328,-82.0
SKU-96359,-82.0
SKU-99689,-82.0
SKU-97365,-82.0
SKU-98159,-82.0
SKU-94100,-82.0
SKU-91936,-80.0
SKU-93768,-80.0
SKU-92539,-80.0
SKU-97541,-80.0
SKU-99725,-80.0
SKU-92321,-80.0
SKU-96438,-78.0
SKU-91089,-78.0
SKU-91891,-78.0
SKU-92651,-78.0
SKU-93580,-78.0
SKU-97201,-78.0
SKU-92869,-78.0
SKU-99265,-76.0
SKU-91926,-76.0
SKU-97011,-76.0
SKU-90136,-76.0
SKU-91138,-74.0
SKU-93156,-74.0
SKU-94706,-74.0
SKU-98084,-72.0
SKU-94965,-72.0
SKU-94566,-72.0
SKU-90654,-72.0
SKU-94174,-72.0
SKU-91051,-70.0
SKU-91304,-70.0
SKU-94334,-70.0
SKU-96776,-70.0
SKU-97187,-68.0
SKU-92830,-68.0
SKU-93519,-68.0
SKU-96638,-68.0
SKU-90035,-68.0
SKU-91346,-66.0
SKU-98077,-66.0
SKU-93720,-66.0
SKU-99357,-66.0
SKU-92502,-66.0
SKU-96575,-66.0
SKU-96333,-66.0
SKU-98055,-66.0
SKU-91527,-66.0
SKU-98780,-64.0
SKU-96583,-64.0
SKU-98503,-64.0
SKU-96440,-64.0
SKU-95185,-64.0
SKU-91180,-64.0
SKU-91569,-64.0
SKU-92032,-62.0
SKU-95668,-62.0
SKU-98010,-62.0
SKU-92870,-62.0
SKU-96085,-62.0
SKU-91106,-62.0
SKU-90849,-62.0
SKU-93074,-62.0
SKU-90066,-62.0
SKU-95633,-60.0
SKU-96387,-60.0
SKU-93671,-60.0
SKU-99000,-60.0
SKU-97387,-60.0
SKU-99889,-60.0
SKU-98017,-60.0
SKU-97745,-58.0
SKU-95169,-58.0
SKU-91655,-58.0
SKU-98391,-58.0
SKU-98928,-58.0
SKU-90634,-58.0
SKU-95955,-58.0
SKU-95810,-58.0
SKU-92061,-58.0
SKU-91575,-58.0
SKU-96432,-58.0
SKU-91615,-58.0
SKU-91818,-56.0
SKU-93243,-56.0
SKU-98857,-56.0
SKU-94947,-56.0
SKU-90241,-56.0
SKU-94755,-56.0
SKU-95285,-56.0
SKU-90422,-54.0
SKU-93857,-54.0
SKU-98494,-54.0
SKU-97406,-54.0
SKU-93335,-54.0
SKU-97844,-54.0
SKU-95194,-54.0
SKU-91712,-54.0
SKU-99833,-52.0
SKU-97058,-52.0
SKU-96079,-52.0
SKU-91137,-52.0
SKU-93261,-52.0
SKU-90089,-52.0
SKU-96904,-52.0
SKU-96383,-50.0
SKU-94016,-50.0
SKU-98830,-50.0
SKU-90628,-50.0
SKU-98540,-50.0
SKU-97033,-50.0
SKU-99636,-50.0
SKU-98653,-50.0
SKU-94963,-50.0
SKU-93370,-48.0
SKU-90623,-48.0
SKU-92600,-48.0
SKU-92367,-48.0
SKU-92725,-48.0
SKU-92973,-48.0
SKU-91862,-48.0
SKU-91213,-46.0
SKU-92229,-46.0
SKU-94696,-46.0
SKU-95098,-46.0
SKU-91663,-46.0
SKU-90497,-46.0
SKU-97069,-46.0
SKU-94896,-46.0
SKU-96949,-44.0
SKU-98900,-44.0
SKU-91088,-42.0
SKU-99622,-42.0
SKU-97704,-42.0
SKU-94887,-40.0
SKU-99588,-40.0
SKU-91776,-40.0
SKU-94468,-40.0
SKU-99325,-40.0
SKU-95735,-38.0
SKU-97904,-38.0
SKU-90258,-38.0
SKU-96671,-38.0
SKU-90567,-38.0
SKU-95442,-38.0
SKU-92955,-38.0
SKU-92551,-38.0
SKU-97641,-38.0
SKU-98645,-38.0
SKU-98126,-38.0
SKU-90043,-36.0
SKU-98786,-36.0
SKU-92092,-36.0
SKU-97429,-36.0
SKU-97131,-36.0
SKU-96196,-34.0
SKU-95762,-34.0
SKU-91599,-34.0
SKU-90379,-34.0
SKU-93776,-34.0
SKU-98362,-34.0
SKU-97279,-32.0
SKU-91404,-32.0
SKU-99715,-32.0
SKU-94643,-32.0
SKU-97393,-32.0
SKU-96021,-30.0
SKU-92064,-30.0
SKU-91752,-30.0
SKU-94135,-30.0
SKU-93845,-28.0
SKU-90298,-28.0
SKU-95278,-28.0
SKU-96377,-28.0
SKU-93640,-28.0
SKU-98759,-28.0
SKU-94605,-28.0
SKU-92412,-28.0
SKU-95591,-26.0
SKU-97775,-26.0
SKU-90794,-26.0
SKU-95785,-26.0
SKU-99969,-26.0
SKU-95919,-26.0
SKU-92884,-26.0
SKU-99031,-26.0
SKU-98474,-26.0
SKU-94774,-24.0
SKU-94446,-24.0
SKU-97021,-24.0
SKU-93755,-22.0
SKU-99914,-22.0
SKU-91369,-22.0
SKU-91342,-22.0
SKU-96974,-22.0
SKU-94413,-22.0
SKU-96540,-22.0
SKU-93046,-22.0
SKU-97246,-20.0
SKU-90359,-20.0
SKU-90004,-20.0
SKU-93575,-20.0
SKU-96627,-20.0
SKU-93209,-20.0
SKU-92115,-20.0
SKU-90897,-18.0
SKU-97148,-18.0
SKU-98295,-18.0
SKU-93489,-18.0
SKU-93223,-18.0
SKU-93328,-18.0
SKU-91250,-18.0
SKU-98956,-18.0
SKU-92856,-18.0
SKU-94541,-18.0
SKU-95006,-16.0
SKU-96714,-16.0
SKU-98765,-16.0
SKU-99227,-16.0
SKU-99660,-14.0
SKU-92844,-14.0
SKU-92307,-14.0
SKU-96958,-14.0
SKU-93905,-14.0
SKU-99586,-14.0
SKU-94491,-14.0
SKU-93417,-14.0
SKU-91897,-12.0
SKU-96697,-12.0
SKU-97934,-12.0
SKU-93902,-12.0
SKU-92897,-12.0
SKU-98092,-12.0
SKU-96698,-10.0
SKU-90145,-10.0
SKU-95569,-10.0
SKU-93942,-10.0
SKU-92200,-10.0
SKU-98704,-8.0
SKU-98548,-8.0
SKU-96317,-8.0
SKU-96987,-8.0
SKU-92438,-8.0
SKU-91134,-8.0
SKU-99313,-8.0
SKU-90423,-8.0
SKU-99885,-8.0
SKU-92446,-8.0
SKU-96927,-6.0
SKU-94244,-6.0
SKU-95847,-6.0
SKU-91675,-6.0
SKU-90553,-6.0
SKU-92761,-6.0
SKU-99354,-6.0
SKU-90048,-4.0
SKU-92065,-4.0
SKU-95160,-4.0
SKU-90132,-4.0
SKU-94751,-4.0
SKU-96452,-4.0
SKU-94097,-4.0
SKU-92450,-4.0
SKU-95464,-4.0
SKU-90535,-2.0
SKU-95815,-2.0
SKU-92156,-2.0
SKU-96015,-2.0
SKU-90879,-2.0
SKU-98971,-2.0
SKU-90183,-2.0
SKU-98001,-2.0
SKU-92213,-2.0
SKU-98864,2.0
SKU-91938,2.0
SKU-92155,2.0
SKU-99621,2.0
SKU-96864,2.0
SKU-93919,2.0
SKU-96804,2.0
SKU-98814,2.0
SKU-98666,2.0
SKU-99763,2.0
SKU-99178,2.0
SKU-92548,2.0
SKU-98669,2.0
SKU-90733,4.0
SKU-93670,4.0
SKU-93058,4.0
SKU-91348,4.0
SKU-94942,4.0
SKU-98906,4.0
SKU-93394,4.0
SKU-94698,4.0
SKU-92290,4.0
SKU-94256,4.0
SKU-92593,4.0
SKU-92056,4.0
SKU-99623,4.0
SKU-96792,4.0
SKU-93106,4.0
SKU-96805,4.0
SKU-92261,6.0
SKU-99857,6.0
SKU-99685,6.0
SKU-98040,6.0
SKU-98487,6.0
SKU-94862,6.0
SKU-92754,6.0
SKU-95301,6.0
SKU-93126,6.0
SKU-90244,6.0
SKU-95329,8.0
SKU-92324,8.0
SKU-96144,8.0
SKU-90584,8.0
SKU-98297,8.0
SKU-93887,8.0
SKU-93565,8.0
SKU-95070,8.0
SKU-98630,8.0
SKU-99225,8.0
SKU-90593,8.0
SKU-90213,10.0
SKU-96407,10.0
SKU-92126,10.0
SKU-94940,10.0
SKU-96513,10.0
SKU-94734,10.0
SKU-91576,10.0
SKU-95742,10.0
SKU-92481,10.0
SKU-96932,10.0
SKU-99078,10.0
SKU-98170,10.0
SKU-95481,12.0
SKU-91287,12.0
SKU-95292,12.0
SKU-90201,12.0
SKU-99340,12.0
SKU-93646,12.0
SKU-90464,12.0
SKU-91723,12.0
SKU-94004,12.0
SKU-97472,12.0
SKU-98612,14.0
SKU-98740,14.0
SKU-98742,14.0
SKU-96623,14.0
SKU-96086,14.0
SKU-97389,14.0
SKU-91511,14.0
SKU-97564,14.0
SKU-97712,14.0
SKU-96471,14.0
SKU-98308,14.0
SKU-97292,14.0
SKU-99137,14.0
SKU-97697,16.0
SKU-97877,16.0
SKU-96012,16.0
SKU-99815,16.0
SKU-94909,16.0
SKU-96846,16.0
SKU-95639,16.0
SKU-92473,16.0
SKU-99003,16.0
SKU-93572,16.0
SKU-99243,16.0
SKU-95441,18.0
SKU-91376,18.0
SKU-99751,18.0
SKU-93212,18.0
SKU-96798,18.0
SKU-95007,18.0
SKU-97705,18.0
SKU-91701,18.0
SKU-98248,18.0
SKU-92581,20.0
SKU-99163,20.0
SKU-96396,20.0
SKU-91445,20.0
SKU-94385,20.0
SKU-94423,20.0
SKU-92921,20.0
SKU-91252,20.0
SKU-93377,22.0
SKU-92791,22.0
SKU-90381,22.0
SKU-94853,22.0
SKU-90596,22.0
SKU-97501,22.0
SKU-94206,22.0
SKU-92669,22.0
SKU-93339,22.0
SKU-99659,22.0
SKU-92898,22.0
SKU-98210,24.0
SKU-98602,24.0
SKU-95458,24.0
SKU-98856,24.0
SKU-97289,24.0
SKU-99620,24.0
SKU-93798,24.0
SKU-95370,24.0
SKU-92927,24.0
SKU-95054,24.0
SKU-95282,24.0
SKU-95071,24.0
SKU-97265,24.0
SKU-90388,24.0
SKU-93155,24.0
SKU-94528,26.0
SKU-98818,26.0
SKU-92040,26.0
SKU-95838,26.0
SKU-98419,26.0
SKU-98132,26.0
SKU-97702,26.0
SKU-99168,28.0
SKU-99713,28.0
SKU-97579,28.0
SKU-96574,28.0
SKU-92953,28.0
SKU-99533,28.0
SKU-99638,28.0
SKU-94349,28.0
SKU-97195,28.0
SKU-91745,30.0
SKU-99492,30.0
SKU-98363,30.0
SKU-98109,32.0
SKU-97713,32.0
SKU-99971,32.0
SKU-96349,32.0
SKU-99863,32.0
SKU-97616,32.0
SKU-97529,32.0
SKU-97314,32.0
SKU-91329,32.0
SKU-91941,32.0
SKU-98008,32.0
SKU-99029,32.0
SKU-95029,32.0
SKU-93860,32.0
SKU-98408,32.0
SKU-96662,34.0
SKU-91507,34.0
SKU-92909,34.0
SKU-96597,34.0
SKU-95187,34.0
SKU-97942,34.0
SKU-93425,34.0
SKU-99674,34.0
SKU-94347,34.0
SKU-92318,34.0
SKU-99112,34.0
SKU-91767,34.0
SKU-92033,36.0
SKU-98107,36.0
SKU-96237,36.0
SKU-91878,36.0
SKU-91551,36.0
SKU-97158,36.0
SKU-95828,36.0
SKU-95827,36.0
SKU-99110,36.0
SKU-91565,36.0
SKU-97264,36.0
SKU-98128,36.0
SKU-90542,36.0
SKU-99080,38.0
SKU-96898,38.0
SKU-99477,38.0
SKU-90354,38.0
SKU-98072,38.0
SKU-94739,38.0
SKU-90086,38.0
SKU-99270,38.0
SKU-95718,38.0
SKU-91647,38.0
SKU-90924,38.0
SKU-97122,38.0
SKU-92221,38.0
SKU-96509,38.0
SKU-93359,38.0
SKU-93297,38.0
SKU-93588,40.0
SKU-96639,40.0
SKU-93550,40.0
SKU-91178,40.0
SKU-96258,40.0
SKU-90771,40.0
SKU-99818,40.0
SKU-96262,40.0
SKU-92676,40.0
SKU-99599,40.0
SKU-99579,40.0
SKU-95087,40.0
SKU-94187,40.0
SKU-93695,40.0
SKU-90333,40.0
SKU-98313,40.0
SKU-94287,40.0
SKU-97907,40.0
SKU-96117,40.0
SKU-97985,40.0
SKU-92879,40.0
SKU-91103,40.0
SKU-96098,40.0
SKU-91578,40.0
SKU-98050,40.0
SKU-90375,42.0
SKU-96626,42.0
SKU-90558,42.0
SKU-93378,42.0
SKU-93178,42.0
SKU-96491,42.0
SKU-95879,42.0
SKU-90715,42.0
SKU-95212,42.0
SKU-92602,44.0
SKU-96367,44.0
SKU-96847,44.0
SKU-98799,44.0
SKU-93878,46.0
SKU-95697,46.0
SKU-94237,46.0
SKU-96957,46.0
SKU-90103,46.0
SKU-97208,46.0
SKU-91220,46.0
SKU-94193,46.0
SKU-96726,46.0
SKU-90859,46.0
SKU-91200,46.0
SKU-92605,48.0
SKU-98884,48.0
SKU-99855,48.0
SKU-97583,48.0
SKU-93904,48.0
SKU-90869,48.0
SKU-91415,48.0
SKU-98004,48.0
SKU-98764,48.0
SKU-98320,48.0
SKU-94277,50.0
SKU-99342,50.0
SKU-91412,50.0
SKU-96678,50.0
SKU-96343,52.0
SKU-99014,52.0
SKU-91030,52.0
SKU-96584,52.0
SKU-93641,52.0
SKU-93199,52.0
SKU-99661,54.0
SKU-97255,54.0
SKU-98338,54.0
SKU-99709,54.0
SKU-90816,54.0
SKU-95926,54.0
SKU-92574,54.0
SKU-90633,54.0
SKU-91107,54.0
SKU-92262,54.0
SKU-95152,54.0
SKU-98804,54.0
SKU-95521,54.0
SKU-94773,54.0
SKU-94846,54.0
SKU-99694,54.0
SKU-91532,54.0
SKU-96467,56.0
SKU-95060,56.0
SKU-92798,56.0
SKU-94886,56.0
SKU-90820,56.0
SKU-95866,56.0
SKU-90853,56.0
SKU-97490,56.0
SKU-97231,56.0
SKU-92474,56.0
SKU-98103,56.0
SKU-96159,56.0
SKU-98710,58.0
SKU-93450,58.0
SKU-92257,58.0
SKU-99856,58.0
SKU-96388,58.0
SKU-96312,58.0
SKU-95213,58.0
SKU-95207,58.0
SKU-99748,58.0
SKU-92800,58.0
SKU-91298,58.0
SKU-99603,58.0
SKU-96789,58.0
SKU-95797,60.0
SKU-95075,60.0
SKU-92435,60.0
SKU-93893,60.0
SKU-96576,60.0
SKU-98605,60.0
SKU-95656,60.0
SKU-96718,60.0
SKU-92332,60.0
SKU-90396,60.0
SKU-99064,60.0
SKU-99259,60.0
SKU-92252,60.0
SKU-94414,60.0
SKU-93812,60.0
SKU-96917,60.0
SKU-96030,60.0
SKU-93529,60.0
SKU-94001,62.0
SKU-90760,62.0
SKU-91410,62.0
SKU-93130,62.0
SKU-98443,62.0
SKU-94455,62.0
SKU-94272,62.0
SKU-95780,62.0
SKU-91113,62.0
SKU-90494,62.0
SKU-93731,62.0
SKU-93288,64.0
SKU-90981,64.0
SKU-99727,64.0
SKU-93891,64.0
SKU-98376,64.0
SKU-97421,64.0
SKU-90817,64.0
SKU-94907,64.0
SKU-93306,64.0
SKU-92314,64.0
SKU-92093,64.0
SKU-98621,64.0
SKU-92859,64.0
SKU-92105,64.0
SKU-94120,64.0
SKU-96895,64.0
SKU-92777,64.0
SKU-97364,64.0
SKU-96541,64.0
SKU-92672,66.0
SKU-91168,66.0
SKU-96342,66.0
SKU-91258,66.0
SKU-93765,66.0
SKU-93617,66.0
SKU-92547,66.0
SKU-93633,66.0
SKU-90040,68.0
SKU-99842,68.0
SKU-97236,68.0
SKU-96851,68.0
SKU-91695,68.0
SKU-94985,68.0
SKU-98341,68.0
SKU-91520,68.0
SKU-90616,68.0
SKU-97737,70.0
SKU-93829,70.0
SKU-91116,70.0
SKU-95178,70.0
SKU-90475,70.0
SKU-98918,70.0
SKU-94292,70.0
SKU-96859,70.0
SKU-92797,70.0
SKU-98421,70.0
SKU-92322,72.0
SKU-97259,72.0
SKU-99317,72.0
SKU-90782,72.0
SKU-91035,72.0
SKU-94703,72.0
SKU-98447,72.0
SKU-93795,72.0
SKU-94817,72.0
SKU-96743,72.0
SKU-95493,72.0
SKU-92894,72.0
SKU-92045,72.0
SKU-99160,72.0
SKU-93683,74.0
SKU-90565,74.0
SKU-96797,74.0
SKU-96227,74.0
SKU-92862,76.0
SKU-99507,76.0
SKU-91185,76.0
SKU-92928,76.0
SKU-91738,76.0
SKU-98257,76.0
SKU-92461,76.0
SKU-95629,76.0
SKU-90505,76.0
SKU-97606,78.0
SKU-92146,78.0
SKU-97240,78.0
SKU-94997,78.0
SKU-97107,78.0
SKU-95052,78.0
SKU-97884,78.0
SKU-97628,78.0
SKU-99882,78.0
SKU-99791,78.0
SKU-99940,80.0
SKU-94584,80.0
SKU-90949,80.0
SKU-96653,80.0
SKU-90661,80.0
SKU-99811,80.0
SKU-92088,80.0
SKU-96824,80.0
SKU-99105,80.0
SKU-91931,80.0
SKU-93490,80.0
SKU-92429,80.0
SKU-96078,80.0
SKU-91183,80.0
SKU-99292,82.0
SKU-99071,82.0
SKU-95876,82.0
SKU-97048,82.0
SKU-93246,82.0
SKU-90562,82.0
SKU-91667,82.0
SKU-95451,82.0
SKU-94286,82.0
SKU-93791,82.0
SKU-98420,82.0
SKU-90958,82.0
SKU-99055,84.0
SKU-90884,84.0
SKU-92697,84.0
SKU-99095,84.0
SKU-97140,84.0
SKU-93554,84.0
SKU-95159,84.0
SKU-97465,84.0
SKU-99017,84.0
SKU-99174,84.0
SKU-90994,84.0
SKU-96228,84.0
SKU-94018,84.0
SKU-97323,84.0
SKU-94053,86.0
SKU-97036,86.0
SKU-95482,86.0
SKU-97523,86.0
SKU-94178,86.0
SKU-95497,86.0
SKU-99201,86.0
SKU-97546,86.0
SKU-91722,86.0
SKU-90962,86.0
SKU-97022,86.0
SKU-98948,86.0
SKU-90740,86.0
SKU-90936,88.0
SKU-90052,88.0
SKU-91885,88.0
SKU-98355,88.0
SKU-90919,88.0
SKU-94995,88.0
SKU-92992,88.0
SKU-99905,88.0
SKU-99531,88.0
SKU-93681,88.0
SKU-90220,88.0
SKU-94245,88.0
SKU-96124,88.0
SKU-90785,90.0
SKU-97693,90.0
SKU-99615,90.0
SKU-90619,90.0
SKU-95483,90.0
SKU-92632,90.0
SKU-99619,90.0
SKU-93079,90.0
SKU-97282,92.0
SKU-95140,92.0
SKU-96663,92.0
SKU-96166,92.0
SKU-92969,92.0
SKU-90739,92.0
SKU-96119,92.0
SKU-97731,92.0
SKU-97684,92.0
SKU-96990,92.0
SKU-97855,92.0
SKU-95573,92.0
SKU-97110,92.0
SKU-99264,92.0
SKU-96774,94.0
SKU-92255,94.0
SKU-91614,94.0
SKU-99204,94.0
SKU-94333,94.0
SKU-91402,94.0
SKU-99038,94.0
SKU-90306,94.0
SKU-96937,94.0
SKU-99729,96.0
SKU-96641,96.0
SKU-93514,96.0
SKU-92832,96.0
SKU-92885,96.0
SKU-98604,96.0
SKU-97161,96.0
SKU-97483,96.0
SKU-91933,96.0
SKU-96099,96.0
SKU-98380,96.0
SKU-94729,98.0
SKU-94428,98.0
SKU-92946,98.0
SKU-97203,98.0
SKU-90645,98.0
SKU-97663,98.0
SKU-95536,98.0
SKU-94329,98.0
SKU-93645,98.0
SKU-94155,98.0
SKU-94811,98.0
SKU-93277,98.0
SKU-92103,100.0
SKU-94949,100.0
SKU-95181,100.0
SKU-91102,100.0
SKU-92813,100.0
SKU-95538,100.0
SKU-97850,100.0
SKU-98978,100.0
